Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_Platform,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Actual,12,664828700,131072,5072.24
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Actual,13,670029300,131072,5111.92
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Actual,14,652817800,131072,4980.6
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Actual,15,661245700,131072,5044.9
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Actual,16,663431700,131072,5061.58
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Actual,17,674511800,131072,5146.12
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Actual,18,667379100,131072,5091.7
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Actual,19,653347900,131072,4984.65
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Actual,20,660547900,131072,5039.58
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,1,664853700,131072,5072.43
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,2,669731000,131072,5109.64
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,3,661589700,131072,5047.53
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,4,663290300,131072,5060.5
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,5,658931800,131072,5027.25
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,6,664628000,131072,5070.71
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,7,661659500,131072,5048.06
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,8,661481000,131072,5046.7
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,9,664483100,131072,5069.6
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,10,665240100,131072,5075.38
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,11,664576800,131072,5070.32
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,12,669777400,131072,5110
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,13,652565900,131072,4978.68
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,14,660993800,131072,5042.98
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,15,663179800,131072,5059.66
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,16,667127200,131072,5089.78
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,17,653096000,131072,4982.73
ISOUtilsTest.PU2NDB,ISO8583NetBenchmark,ISOUtilsTest,PU2NDB,MonitoringJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,20,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"MonitoringJob(IterationCount=20, RunStrategy=Throughput)",,1,Workload,Result,18,660296000,131072,5037.66
